"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 13:39:36 GMT 2024","Sun Mar 24 13:39:38 GMT 2024","2247","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Sun Mar 24 13:39:57 GMT 2024","Sun Mar 24 13:40:07 GMT 2024","10075","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:35:58 GMT 2024","Sun Mar 24 13:36:01 GMT 2024","3466","tests.backend","test_run_build","TestBuildRun","","","Проверка запуска билда","Тест проверяет запуск билда и его статус билд конфигурации после запуска"
"passed","Sun Mar 24 13:36:17 GMT 2024","Sun Mar 24 13:36:38 GMT 2024","21004","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Sun Mar 24 13:39:51 GMT 2024","Sun Mar 24 13:39:59 GMT 2024","8108","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Sun Mar 24 13:35:57 GMT 2024","Sun Mar 24 13:35:57 GMT 2024","126","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Sun Mar 24 13:35:56 GMT 2024","Sun Mar 24 13:35:57 GMT 2024","740","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 13:40:02 GMT 2024","Sun Mar 24 13:40:07 GMT 2024","4762","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Sun Mar 24 13:35:58 GMT 2024","Sun Mar 24 13:35:58 GMT 2024","151","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка создания билд-конфигурации только с обязательными параметрами (имя и id проекта)","Тест проверяет создание новой билд-конфигурации только с именем и id проекта с теле запроса"
"passed","Sun Mar 24 13:38:53 GMT 2024","Sun Mar 24 13:38:58 GMT 2024","5243","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на Create Project на Home Page, если нет проектов",""
"passed","Sun Mar 24 13:39:19 GMT 2024","Sun Mar 24 13:39:25 GMT 2024","5907","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:37:28 GMT 2024","Sun Mar 24 13:37:51 GMT 2024","22148","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Sun Mar 24 13:38:55 GMT 2024","Sun Mar 24 13:39:02 GMT 2024","7062","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Sun Mar 24 13:35:57 GMT 2024","Sun Mar 24 13:35:58 GMT 2024","509","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка успешного создания билд-конфигурации","Тест проверяет успешное создание новой билд-конфигурации"
"passed","Sun Mar 24 13:39:24 GMT 2024","Sun Mar 24 13:39:31 GMT 2024","6488","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:35:57 GMT 2024","Sun Mar 24 13:35:57 GMT 2024","249","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 13:39:06 GMT 2024","Sun Mar 24 13:39:12 GMT 2024","6184","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:37:55 GMT 2024","Sun Mar 24 13:38:04 GMT 2024","8890","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Sun Mar 24 13:35:58 GMT 2024","Sun Mar 24 13:35:58 GMT 2024","101","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта с существующим именем","Тест проверяет, что проект не может быть создан с уже существующим именем"
"passed","Sun Mar 24 13:35:56 GMT 2024","Sun Mar 24 13:35:57 GMT 2024","713","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"failed","Sun Mar 24 13:37:03 GMT 2024","Sun Mar 24 13:37:20 GMT 2024","16466","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Sun Mar 24 13:35:57 GMT 2024","Sun Mar 24 13:35:58 GMT 2024","235","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"broken","Sun Mar 24 13:39:13 GMT 2024","Sun Mar 24 13:39:45 GMT 2024","31390","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:38:15 GMT 2024","Sun Mar 24 13:38:29 GMT 2024","14374","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Sun Mar 24 13:36:24 GMT 2024","Sun Mar 24 13:36:36 GMT 2024","11405","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Sun Mar 24 13:35:57 GMT 2024","Sun Mar 24 13:35:57 GMT 2024","25","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Sun Mar 24 13:38:27 GMT 2024","Sun Mar 24 13:38:34 GMT 2024","7020","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Sun Mar 24 13:39:38 GMT 2024","Sun Mar 24 13:39:40 GMT 2024","1693","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
